Modelo,Coherencia
Modelo LSI con 2 temas,0.36320451385414354
Modelo LSI con 3 temas,0.4443924722332641
Modelo LSI con 4 temas,0.47692179489505765
Modelo LSI con 5 temas,0.32789139966109054
Modelo LSI con 6 temas,0.39598192204043414
Modelo LSI con 7 temas,0.3844479827896525
Modelo LSI con 8 temas,0.41827975061844713
Modelo LSI con 9 temas,0.35243629999139164
Modelo LSI con 10 temas,0.43401743919200797
